No.,標準特厚,種,杭種,typ,D,t,Fc,fc_,fbc,sigma_e,Ec,ap,dp,ftp,sigma_pu,Ep,has_reinf,nr,r_designation,ag,dr,ftr,Er,ts,fts,Es,ps_sigma_y
345,特厚,,SC-1100-特厚-105-12,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
346,特厚,,SC-1100-特厚-105-14,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
347,特厚,,SC-1100-特厚-105-16,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
348,特厚,,SC-1100-特厚-105-19,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
349,特厚,,SC-1100-特厚-105-22,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,22,325,200000,0
350,特厚,,SC-1100-特厚-105-25,SC,1100,160,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,25,325,200000,0
351,標準,,SC-1200-標準-80-6,SC,1200,150,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
352,標準,,SC-1200-標準-80-9,SC,1200,150,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
353,標準,,SC-1200-標準-80-12,SC,1200,150,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
354,標準,,SC-1200-標準-80-14,SC,1200,150,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
355,標準,,SC-1200-標準-80-16,SC,1200,150,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
356,標準,,SC-1200-標準-80-19,SC,1200,150,80,44,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
357,標準,,SC-1200-標準-105-6,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
358,標準,,SC-1200-標準-105-9,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
359,標準,,SC-1200-標準-105-12,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
360,標準,,SC-1200-標準-105-14,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
361,標準,,SC-1200-標準-105-16,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
362,標準,,SC-1200-標準-105-19,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
363,標準,,SC-1200-標準-105-22,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,22,325,200000,0
364,標準,,SC-1200-標準-105-25,SC,1200,150,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,25,325,200000,0
365,特厚,,SC-1200-特厚-105-6,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,6,325,200000,0
366,特厚,,SC-1200-特厚-105-9,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,9,325,200000,0
367,特厚,,SC-1200-特厚-105-12,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,12,325,200000,0
368,特厚,,SC-1200-特厚-105-14,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,14,325,200000,0
369,特厚,,SC-1200-特厚-105-16,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,16,325,200000,0
370,特厚,,SC-1200-特厚-105-19,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,19,325,200000,0
371,特厚,,SC-1200-特厚-105-22,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,22,325,200000,0
372,特厚,,SC-1200-特厚-105-25,SC,1200,170,105,60,0.0 ,0,40000 ,0,0,0,0,0,false,0,0,0,0,0,0,25,325,200000,0
