イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,204,12,"M:System.Windows.Media.EllipseGeometry.#ctor(System.Windows.Point,System.Double,System.Double)",,,,,"var ellipseCore = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredHeight2D), pileDia2D * 0.5, pileDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,203,12,P:System.Windows.Point.Y,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,203,12,P:System.Windows.Point.X,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,203,12,T:System.Windows.Point,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,203,12,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,203,12,T:System.Windows.Media.EllipseGeometry,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,203,12,"M:System.Windows.Media.EllipseGeometry.#ctor(System.Windows.Point,System.Double,System.Double)",,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,202,12,T:System.Windows.Media.EllipseGeometry,,,,,"var ellipseBtm = new EllipseGeometry(pointBtm, pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,202,12,"M:System.Windows.Media.EllipseGeometry.#ctor(System.Windows.Point,System.Double,System.Double)",,,,,"var ellipseBtm = new EllipseGeometry(pointBtm, pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,196,12,T:System.Windows.Media.PathGeometry,,,,,var path = vm.IsElementSplit ? vm.CanvasGeometry.PathGeoPileDividedDias : vm.CanvasGeometry.PathGeoPileDias;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,196,12,T:System.Windows.Media.PathGeometry,,,,,var path = vm.IsElementSplit ? vm.CanvasGeometry.PathGeoPileDividedDias : vm.CanvasGeometry.PathGeoPileDias;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,171,8,T:System.Windows.Point,,,,,"private static void AddInsituPileToeGeometry(Point pointBtm, double pileToeDia, double pileDia, double flattening, ObservableCollection<PileBodySegment> pileBodySegments, double insituPileToeAngle, double insituPileToeHeight, MainWindowViewModel vm)"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,189,16,P:System.Windows.Point.Y,,,,,"Point end = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y - factoredToeCylinderHeight2D);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,189,16,P:System.Windows.Point.X,,,,,"Point end = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y - factoredToeCylinderHeight2D);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,189,16,T:System.Windows.Point,,,,,"Point end = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y - factoredToeCylinderHeight2D);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,189,16,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"Point end = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y - factoredToeCylinderHeight2D);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,188,16,P:System.Windows.Point.Y,,,,,"Point start = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,188,16,P:System.Windows.Point.X,,,,,"Point start = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,188,16,T:System.Windows.Point,,,,,"Point start = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,188,16,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"Point start = new(pointBtm.X + sign * pileToeDia2D * 0.5, pointBtm.Y);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,185,12,M:System.Windows.Media.PathGeometry.AddGeometry(System.Windows.Media.Geometry),,,,,path.AddGeometry(ellipse3);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,184,12,M:System.Windows.Media.PathGeometry.AddGeometry(System.Windows.Media.Geometry),,,,,path.AddGeometry(ellipseTop);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,183,12,M:System.Windows.Media.PathGeometry.AddGeometry(System.Windows.Media.Geometry),,,,,path.AddGeometry(ellipseBtm);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,182,12,P:System.Windows.Point.Y,,,,,"var ellipse3 = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredConeHeight2D - factoredToeCylinderHeight2D), pileDia2D * 0.5, pileDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,182,12,P:System.Windows.Point.X,,,,,"var ellipse3 = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredConeHeight2D - factoredToeCylinderHeight2D), pileDia2D * 0.5, pileDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,182,12,T:System.Windows.Point,,,,,"var ellipse3 = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredConeHeight2D - factoredToeCylinderHeight2D), pileDia2D * 0.5, pileDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,182,12,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"var ellipse3 = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredConeHeight2D - factoredToeCylinderHeight2D), pileDia2D * 0.5, pileDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,182,12,T:System.Windows.Media.EllipseGeometry,,,,,"var ellipse3 = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredConeHeight2D - factoredToeCylinderHeight2D), pileDia2D * 0.5, pileDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,182,12,"M:System.Windows.Media.EllipseGeometry.#ctor(System.Windows.Point,System.Double,System.Double)",,,,,"var ellipse3 = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredConeHeight2D - factoredToeCylinderHeight2D), pileDia2D * 0.5, pileDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,181,12,P:System.Windows.Point.Y,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredToeCylinderHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,181,12,P:System.Windows.Point.X,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredToeCylinderHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,181,12,T:System.Windows.Point,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredToeCylinderHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,181,12,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredToeCylinderHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,181,12,T:System.Windows.Media.EllipseGeometry,,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredToeCylinderHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,181,12,"M:System.Windows.Media.EllipseGeometry.#ctor(System.Windows.Point,System.Double,System.Double)",,,,,"var ellipseTop = new EllipseGeometry(new Point(pointBtm.X, pointBtm.Y - factoredToeCylinderHeight2D), pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,180,12,T:System.Windows.Media.EllipseGeometry,,,,,"var ellipseBtm = new EllipseGeometry(pointBtm, pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,180,12,"M:System.Windows.Media.EllipseGeometry.#ctor(System.Windows.Point,System.Double,System.Double)",,,,,"var ellipseBtm = new EllipseGeometry(pointBtm, pileToeDia2D * 0.5, pileToeDia2D * 0.5 * flattening);"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,173,12,T:System.Windows.Media.PathGeometry,,,,,var path = vm.IsElementSplit ? vm.CanvasGeometry.PathGeoPileDividedDias : vm.CanvasGeometry.PathGeoPileDias;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,173,12,T:System.Windows.Media.PathGeometry,,,,,var path = vm.IsElementSplit ? vm.CanvasGeometry.PathGeoPileDividedDias : vm.CanvasGeometry.PathGeoPileDias;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,158,8,T:System.Windows.Point,,,,,"private static void AddPileSectionGeometry(Point point1, Point point2, double pileDia2D, double flattening, MainWindowViewModel vm)"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,158,8,T:System.Windows.Point,,,,,"private static void AddPileSectionGeometry(Point point1, Point point2, double pileDia2D, double flattening, MainWindowViewModel vm)"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,167,16,P:System.Windows.Point.Y,,,,,"path.AddGeometry(new LineGeometry(new Point(point1.X + pileDia2D * 0.5 * j, point1.Y), new Point(point2.X + pileDia2D * 0.5 * j, point2.Y)));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,167,16,P:System.Windows.Point.X,,,,,"path.AddGeometry(new LineGeometry(new Point(point1.X + pileDia2D * 0.5 * j, point1.Y), new Point(point2.X + pileDia2D * 0.5 * j, point2.Y)));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,167,16,T:System.Windows.Point,,,,,"path.AddGeometry(new LineGeometry(new Point(point1.X + pileDia2D * 0.5 * j, point1.Y), new Point(point2.X + pileDia2D * 0.5 * j, point2.Y)));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,167,16,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"path.AddGeometry(new LineGeometry(new Point(point1.X + pileDia2D * 0.5 * j, point1.Y), new Point(point2.X + pileDia2D * 0.5 * j, point2.Y)));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,167,16,P:System.Windows.Point.Y,,,,,"path.AddGeometry(new LineGeometry(new Point(point1.X + pileDia2D * 0.5 * j, point1.Y), new Point(point2.X + pileDia2D * 0.5 * j, point2.Y)));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,BenchmarkSuite1\BenchmarkSuite1.csproj,File,BenchmarkSuite1\UpdatePileElementBenchmark.cs,167,16,P:System.Windows.Point.X,,,,,"path.AddGeometry(new LineGeometry(new Point(point1.X + pileDia2D * 0.5 * j, point1.Y), new Point(point2.X + pileDia2D * 0.5 * j, point2.Y)));"
