Maker,Series,Shape,Name,Do,D,t,ThicknessType,Fc,PrestressType,PcDesignation,PcCount,Ap,PCD,Ao,Ae,Io,Ie,Ze,SigmaCeSpec,SigmaCeCalc,Nal,Mal,Mas,Mc,Mu,Qal,Qas,Qu,Ec,Ftp,SigmaPu,Ep,FcAllowCompLong,FcAllowCompShort,FcAllowDiagLong,FcAllowDiagShort,MassPerM,NodePitch,HeadOffset,ToeOffset,Note,ZeFromIe
ジャパンパイル,JP-NPH85,節杭,440-300,440.0,300.0,60.0,標準,85.0,A,7.1,6,240.0,240.0,45200.0,46200.0,346100000.0,353000000.0,2353000.0,4.0,4.0,924.0,11.0,14.0,27.0,42.0,58.0,76.0,101.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.148,1000.0,600.0,400.0,,2353333.3
ジャパンパイル,JP-NPH85,節杭,450-300,450.0,300.0,60.0,標準,85.0,A,7.1,6,240.0,240.0,45200.0,46200.0,346100000.0,353000000.0,2353000.0,4.0,4.0,924.0,11.0,14.0,27.0,42.0,58.0,76.0,101.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.15,1000.0,600.0,400.0,,2353333.3
ジャパンパイル,JP-NPH85,節杭,440-300,440.0,300.0,60.0,標準,85.0,A2,9.0,6,384.0,240.0,45200.0,46800.0,346100000.0,357100000.0,2381000.0,6.0,6.0,842.0,17.0,21.0,32.0,64.0,69.0,88.0,115.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.148,1000.0,600.0,400.0,,2380666.7
ジャパンパイル,JP-NPH85,節杭,450-300,450.0,300.0,60.0,標準,85.0,A2,9.0,6,384.0,240.0,45200.0,46800.0,346100000.0,357100000.0,2381000.0,6.0,6.0,842.0,17.0,21.0,32.0,64.0,69.0,88.0,115.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.15,1000.0,600.0,400.0,,2380666.7
ジャパンパイル,JP-NPH85,節杭,440-300,440.0,300.0,60.0,標準,85.0,B,10.0,6,471.0,240.0,45200.0,47100.0,346100000.0,359600000.0,2398000.0,8.0,7.8,763.0,23.0,28.0,37.0,75.0,77.0,98.0,127.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.148,1000.0,600.0,400.0,,2397333.3
ジャパンパイル,JP-NPH85,節杭,450-300,450.0,300.0,60.0,標準,85.0,B,10.0,6,471.0,240.0,45200.0,47100.0,346100000.0,359600000.0,2398000.0,8.0,7.8,763.0,23.0,28.0,37.0,75.0,77.0,98.0,127.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.15,1000.0,600.0,400.0,,2397333.3
ジャパンパイル,JP-NPH85,節杭,440-300,440.0,300.0,60.0,標準,85.0,C,11.2,6,600.0,240.0,45200.0,47600.0,346100000.0,363400000.0,2422000.0,10.0,9.8,676.0,30.0,36.0,42.0,91.0,86.0,108.0,138.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.148,1000.0,600.0,400.0,,2422666.7
ジャパンパイル,JP-NPH85,節杭,450-300,450.0,300.0,60.0,標準,85.0,C,11.2,6,600.0,240.0,45200.0,47600.0,346100000.0,363400000.0,2422000.0,10.0,9.8,676.0,30.0,36.0,42.0,91.0,86.0,108.0,138.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.15,1000.0,600.0,400.0,,2422666.7
ジャパンパイル,JP-NPH105,節杭,440-300,440.0,300.0,60.0,標準,105.0,A,7.1,6,240.0,240.0,45200.0,46200.0,346100000.0,353000000.0,2353000.0,4.0,4.0,1201.0,11.0,14.0,27.0,43.0,58.0,76.0,101.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.148,1000.0,600.0,400.0,,2353333.3
ジャパンパイル,JP-NPH105,節杭,450-300,450.0,300.0,60.0,標準,105.0,A,7.1,6,240.0,240.0,45200.0,46200.0,346100000.0,353000000.0,2353000.0,4.0,4.0,1201.0,11.0,14.0,27.0,43.0,58.0,76.0,101.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.15,1000.0,600.0,400.0,,2353333.3
ジャパンパイル,JP-NPH105,節杭,440-300,440.0,300.0,60.0,標準,105.0,A2,9.0,6,384.0,240.0,45200.0,46800.0,346100000.0,357100000.0,2381000.0,6.0,6.0,1123.0,17.0,21.0,32.0,64.0,69.0,88.0,115.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.148,1000.0,600.0,400.0,,2380666.7
ジャパンパイル,JP-NPH105,節杭,450-300,450.0,300.0,60.0,標準,105.0,A2,9.0,6,384.0,240.0,45200.0,46800.0,346100000.0,357100000.0,2381000.0,6.0,6.0,1123.0,17.0,21.0,32.0,64.0,69.0,88.0,115.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.15,1000.0,600.0,400.0,,2380666.7
ジャパンパイル,JP-NPH105,節杭,440-300,440.0,300.0,60.0,標準,105.0,B,10.0,6,471.0,240.0,45200.0,47100.0,346100000.0,359600000.0,2398000.0,8.0,7.8,1045.0,23.0,28.0,37.0,76.0,77.0,98.0,127.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.148,1000.0,600.0,400.0,,2397333.3
ジャパンパイル,JP-NPH105,節杭,450-300,450.0,300.0,60.0,標準,105.0,B,10.0,6,471.0,240.0,45200.0,47100.0,346100000.0,359600000.0,2398000.0,8.0,7.8,1045.0,23.0,28.0,37.0,76.0,77.0,98.0,127.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.15,1000.0,600.0,400.0,,2397333.3
ジャパンパイル,JP-NPH105,節杭,440-300,440.0,300.0,60.0,標準,105.0,C,11.2,6,600.0,240.0,45200.0,47600.0,346100000.0,363400000.0,2422000.0,10.0,9.8,961.0,30.0,36.0,42.0,92.0,86.0,108.0,138.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.148,1000.0,600.0,400.0,,2422666.7
ジャパンパイル,JP-NPH105,節杭,450-300,450.0,300.0,60.0,標準,105.0,C,11.2,6,600.0,240.0,45200.0,47600.0,346100000.0,363400000.0,2422000.0,10.0,9.8,961.0,30.0,36.0,42.0,92.0,86.0,108.0,138.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.15,1000.0,600.0,400.0,,2422666.7
ジャパンパイル,JP-NPH123,節杭,440-300,440.0,300.0,60.0,標準,123.0,A,7.1,6,240.0,240.0,45200.0,46100.0,346100000.0,352600000.0,2351000.0,4.0,4.0,1429.0,11.0,14.0,27.0,43.0,58.0,76.0,101.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.148,1000.0,600.0,400.0,,2350666.7
ジャパンパイル,JP-NPH123,節杭,450-300,450.0,300.0,60.0,標準,123.0,A,7.1,6,240.0,240.0,45200.0,46100.0,346100000.0,352600000.0,2351000.0,4.0,4.0,1429.0,11.0,14.0,27.0,43.0,58.0,76.0,101.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.15,1000.0,600.0,400.0,,2350666.7
ジャパンパイル,JP-NPH123,節杭,440-300,440.0,300.0,60.0,標準,123.0,A2,9.0,6,384.0,240.0,45200.0,46700.0,346100000.0,356500000.0,2377000.0,6.0,6.0,1354.0,17.0,21.0,32.0,66.0,69.0,88.0,115.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.148,1000.0,600.0,400.0,,2376666.7
ジャパンパイル,JP-NPH123,節杭,450-300,450.0,300.0,60.0,標準,123.0,A2,9.0,6,384.0,240.0,45200.0,46700.0,346100000.0,356500000.0,2377000.0,6.0,6.0,1354.0,17.0,21.0,32.0,66.0,69.0,88.0,115.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.15,1000.0,600.0,400.0,,2376666.7
ジャパンパイル,JP-NPH123,節杭,440-300,440.0,300.0,60.0,標準,123.0,B,10.0,6,471.0,240.0,45200.0,47000.0,346100000.0,358800000.0,2392000.0,8.0,7.8,1278.0,23.0,28.0,37.0,79.0,77.0,98.0,127.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.148,1000.0,600.0,400.0,,2392000.0
ジャパンパイル,JP-NPH123,節杭,450-300,450.0,300.0,60.0,標準,123.0,B,10.0,6,471.0,240.0,45200.0,47000.0,346100000.0,358800000.0,2392000.0,8.0,7.8,1278.0,23.0,28.0,37.0,79.0,77.0,98.0,127.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.15,1000.0,600.0,400.0,,2392000.0
ジャパンパイル,JP-NPH123,節杭,440-300,440.0,300.0,60.0,標準,123.0,C,11.2,6,600.0,240.0,45200.0,47500.0,346100000.0,362300000.0,2416000.0,10.0,9.8,1197.0,30.0,36.0,42.0,96.0,86.0,108.0,138.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.148,1000.0,600.0,400.0,,2415333.3
ジャパンパイル,JP-NPH123,節杭,450-300,450.0,300.0,60.0,標準,123.0,C,11.2,6,600.0,240.0,45200.0,47500.0,346100000.0,362300000.0,2416000.0,10.0,9.8,1197.0,30.0,36.0,42.0,96.0,86.0,108.0,138.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.15,1000.0,600.0,400.0,,2415333.3
ジャパンパイル,JP-NPH85,節杭,500-400,500.0,400.0,65.0,標準,85.0,A,7.1,10,400.0,335.0,68400.0,70000.0,995800000.0,1018000000.0,5091000.0,4.0,4.0,1400.0,25.0,30.0,58.0,96.0,87.0,113.0,151.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.2,1000.0,600.0,400.0,,5090000.0
ジャパンパイル,JP-NPH85,節杭,550-400,550.0,400.0,65.0,標準,85.0,A,7.1,10,400.0,335.0,68400.0,70000.0,995800000.0,1018000000.0,5091000.0,4.0,4.0,1400.0,25.0,30.0,58.0,96.0,87.0,113.0,151.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.219,1000.0,600.0,400.0,,5090000.0
ジャパンパイル,JP-NPH85,節杭,500-400,500.0,400.0,65.0,標準,85.0,A2,9.0,10,640.0,335.0,68400.0,71000.0,995800000.0,1032000000.0,5158000.0,6.0,6.0,1278.0,38.0,46.0,69.0,144.0,103.0,131.0,171.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.2,1000.0,600.0,400.0,,5160000.0
ジャパンパイル,JP-NPH85,節杭,550-400,550.0,400.0,65.0,標準,85.0,A2,9.0,10,640.0,335.0,68400.0,71000.0,995800000.0,1032000000.0,5158000.0,6.0,6.0,1278.0,38.0,46.0,69.0,144.0,103.0,131.0,171.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.219,1000.0,600.0,400.0,,5160000.0
ジャパンパイル,JP-NPH85,節杭,500-400,500.0,400.0,65.0,標準,85.0,B,10.0,10,785.0,335.0,68400.0,71600.0,995800000.0,1040000000.0,5199000.0,8.0,8.0,1145.0,52.0,62.0,80.0,170.0,116.0,147.0,190.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.2,1000.0,600.0,400.0,,5200000.0
ジャパンパイル,JP-NPH85,節杭,550-400,550.0,400.0,65.0,標準,85.0,B,10.0,10,785.0,335.0,68400.0,71600.0,995800000.0,1040000000.0,5199000.0,8.0,8.0,1145.0,52.0,62.0,80.0,170.0,116.0,147.0,190.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.219,1000.0,600.0,400.0,,5200000.0
ジャパンパイル,JP-NPH85,節杭,500-400,500.0,400.0,65.0,標準,85.0,C,11.2,10,1000.0,335.0,68400.0,72400.0,995800000.0,1052000000.0,5259000.0,10.0,10.0,1013.0,65.0,78.0,92.0,206.0,128.0,161.0,207.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.2,1000.0,600.0,400.0,,5260000.0
ジャパンパイル,JP-NPH85,節杭,550-400,550.0,400.0,65.0,標準,85.0,C,11.2,10,1000.0,335.0,68400.0,72400.0,995800000.0,1052000000.0,5259000.0,10.0,10.0,1013.0,65.0,78.0,92.0,206.0,128.0,161.0,207.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.219,1000.0,600.0,400.0,,5260000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,65.0,標準,105.0,A,7.1,10,400.0,335.0,68400.0,70000.0,995800000.0,1018000000.0,5091000.0,4.0,4.0,1820.0,25.0,30.0,58.0,96.0,87.0,113.0,151.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.2,1000.0,600.0,400.0,,5090000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,65.0,標準,105.0,A,7.1,10,400.0,335.0,68400.0,70000.0,995800000.0,1018000000.0,5091000.0,4.0,4.0,1820.0,25.0,30.0,58.0,96.0,87.0,113.0,151.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.219,1000.0,600.0,400.0,,5090000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,80.0,特厚,105.0,AH,7.1,10,400.0,335.0,80400.0,82000.0,1094000000.0,1116000000.0,5581000.0,3.4,3.4,2181.0,23.0,28.0,60.0,96.0,98.0,128.0,172.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.231,1000.0,600.0,400.0,,5580000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,80.0,特厚,105.0,AH,7.1,10,400.0,335.0,80400.0,82000.0,1094000000.0,1116000000.0,5581000.0,3.4,3.4,2181.0,23.0,28.0,60.0,96.0,98.0,128.0,172.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.251,1000.0,600.0,400.0,,5580000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,65.0,標準,105.0,A2,9.0,10,640.0,335.0,68400.0,71000.0,995800000.0,1032000000.0,5158000.0,6.0,6.0,1704.0,38.0,46.0,69.0,146.0,103.0,131.0,171.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.2,1000.0,600.0,400.0,,5160000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,65.0,標準,105.0,A2,9.0,10,640.0,335.0,68400.0,71000.0,995800000.0,1032000000.0,5158000.0,6.0,6.0,1704.0,38.0,46.0,69.0,146.0,103.0,131.0,171.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.219,1000.0,600.0,400.0,,5160000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,80.0,特厚,105.0,A2H,9.0,10,640.0,335.0,80400.0,83000.0,1094000000.0,1130000000.0,5648000.0,5.1,5.1,2066.0,36.0,43.0,71.0,146.0,115.0,147.0,194.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.231,1000.0,600.0,400.0,,5650000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,80.0,特厚,105.0,A2H,9.0,10,640.0,335.0,80400.0,83000.0,1094000000.0,1130000000.0,5648000.0,5.1,5.1,2066.0,36.0,43.0,71.0,146.0,115.0,147.0,194.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.251,1000.0,600.0,400.0,,5650000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,65.0,標準,105.0,B,10.0,10,785.0,335.0,68400.0,71600.0,995800000.0,1040000000.0,5199000.0,8.0,8.0,1575.0,52.0,62.0,80.0,173.0,116.0,147.0,190.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.2,1000.0,600.0,400.0,,5200000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,65.0,標準,105.0,B,10.0,10,785.0,335.0,68400.0,71600.0,995800000.0,1040000000.0,5199000.0,8.0,8.0,1575.0,52.0,62.0,80.0,173.0,116.0,147.0,190.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.219,1000.0,600.0,400.0,,5200000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,80.0,特厚,105.0,BH,10.0,10,785.0,335.0,80400.0,83600.0,1094000000.0,1138000000.0,5689000.0,6.8,6.8,1939.0,48.0,58.0,81.0,173.0,129.0,164.0,214.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.231,1000.0,600.0,400.0,,5690000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,80.0,特厚,105.0,BH,10.0,10,785.0,335.0,80400.0,83600.0,1094000000.0,1138000000.0,5689000.0,6.8,6.8,1939.0,48.0,58.0,81.0,173.0,129.0,164.0,214.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.251,1000.0,600.0,400.0,,5690000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,65.0,標準,105.0,C,11.2,10,1000.0,335.0,68400.0,72400.0,995800000.0,1052000000.0,5259000.0,10.0,10.0,1448.0,65.0,78.0,92.0,209.0,128.0,161.0,207.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.2,1000.0,600.0,400.0,,5260000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,65.0,標準,105.0,C,11.2,10,1000.0,335.0,68400.0,72400.0,995800000.0,1052000000.0,5259000.0,10.0,10.0,1448.0,65.0,78.0,92.0,209.0,128.0,161.0,207.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.219,1000.0,600.0,400.0,,5260000.0
ジャパンパイル,JP-NPH105,節杭,500-400,500.0,400.0,80.0,特厚,105.0,CH,11.2,10,1000.0,335.0,80400.0,84400.0,1094000000.0,1150000000.0,5749000.0,8.5,8.5,1814.0,61.0,73.0,91.0,209.0,142.0,180.0,232.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.231,1000.0,600.0,400.0,,5750000.0
ジャパンパイル,JP-NPH105,節杭,550-400,550.0,400.0,80.0,特厚,105.0,CH,11.2,10,1000.0,335.0,80400.0,84400.0,1094000000.0,1150000000.0,5749000.0,8.5,8.5,1814.0,61.0,73.0,91.0,209.0,142.0,180.0,232.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.251,1000.0,600.0,400.0,,5750000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,65.0,標準,123.0,A,7.1,10,400.0,335.0,68400.0,69900.0,995800000.0,1017000000.0,5084000.0,4.0,4.0,2166.0,25.0,30.0,58.0,98.0,87.0,113.0,151.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.2,1000.0,600.0,400.0,,5085000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,65.0,標準,123.0,A,7.1,10,400.0,335.0,68400.0,69900.0,995800000.0,1017000000.0,5084000.0,4.0,4.0,2166.0,25.0,30.0,58.0,98.0,87.0,113.0,151.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.219,1000.0,600.0,400.0,,5085000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,80.0,特厚,123.0,AH,7.1,10,400.0,335.0,80400.0,81900.0,1094000000.0,1115000000.0,5574000.0,3.4,3.4,2588.0,23.0,28.0,60.0,98.0,98.0,128.0,172.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.231,1000.0,600.0,400.0,,5575000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,80.0,特厚,123.0,AH,7.1,10,400.0,335.0,80400.0,81900.0,1094000000.0,1115000000.0,5574000.0,3.4,3.4,2588.0,23.0,28.0,60.0,98.0,98.0,128.0,172.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.251,1000.0,600.0,400.0,,5575000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,65.0,標準,123.0,A2,9.0,10,640.0,335.0,68400.0,70800.0,995800000.0,1030000000.0,5148000.0,6.0,6.0,2053.0,38.0,46.0,69.0,149.0,103.0,131.0,171.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.2,1000.0,600.0,400.0,,5150000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,65.0,標準,123.0,A2,9.0,10,640.0,335.0,68400.0,70800.0,995800000.0,1030000000.0,5148000.0,6.0,6.0,2053.0,38.0,46.0,69.0,149.0,103.0,131.0,171.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.219,1000.0,600.0,400.0,,5150000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,80.0,特厚,123.0,A2H,9.0,10,640.0,335.0,80400.0,82800.0,1094000000.0,1128000000.0,5638000.0,5.1,5.1,2475.0,35.0,43.0,71.0,149.0,115.0,147.0,194.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.231,1000.0,600.0,400.0,,5640000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,80.0,特厚,123.0,A2H,9.0,10,640.0,335.0,80400.0,82800.0,1094000000.0,1128000000.0,5638000.0,5.1,5.1,2475.0,35.0,43.0,71.0,149.0,115.0,147.0,194.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.251,1000.0,600.0,400.0,,5640000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,65.0,標準,123.0,B,10.0,10,785.0,335.0,68400.0,71400.0,995800000.0,1037000000.0,5186000.0,8.0,8.0,1927.0,51.0,62.0,80.0,178.0,116.0,147.0,190.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.2,1000.0,600.0,400.0,,5185000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,65.0,標準,123.0,B,10.0,10,785.0,335.0,68400.0,71400.0,995800000.0,1037000000.0,5186000.0,8.0,8.0,1927.0,51.0,62.0,80.0,178.0,116.0,147.0,190.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.219,1000.0,600.0,400.0,,5185000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,80.0,特厚,123.0,BH,10.0,10,785.0,335.0,80400.0,83400.0,1094000000.0,1135000000.0,5676000.0,6.8,6.8,2351.0,48.0,57.0,81.0,178.0,129.0,164.0,214.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.231,1000.0,600.0,400.0,,5675000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,80.0,特厚,123.0,BH,10.0,10,785.0,335.0,80400.0,83400.0,1094000000.0,1135000000.0,5676000.0,6.8,6.8,2351.0,48.0,57.0,81.0,178.0,129.0,164.0,214.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.251,1000.0,600.0,400.0,,5675000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,65.0,標準,123.0,C,11.2,10,1000.0,335.0,68400.0,72200.0,995800000.0,1049000000.0,5243000.0,10.0,10.0,1805.0,65.0,78.0,91.0,217.0,128.0,161.0,207.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.2,1000.0,600.0,400.0,,5245000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,65.0,標準,123.0,C,11.2,10,1000.0,335.0,68400.0,72200.0,995800000.0,1049000000.0,5243000.0,10.0,10.0,1805.0,65.0,78.0,91.0,217.0,128.0,161.0,207.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.219,1000.0,600.0,400.0,,5245000.0
ジャパンパイル,JP-NPH123,節杭,500-400,500.0,400.0,80.0,特厚,123.0,CH,11.2,10,1000.0,335.0,80400.0,84200.0,1094000000.0,1147000000.0,5733000.0,8.5,8.5,2231.0,60.0,73.0,91.0,217.0,142.0,180.0,232.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.231,1000.0,600.0,400.0,,5735000.0
ジャパンパイル,JP-NPH123,節杭,550-400,550.0,400.0,80.0,特厚,123.0,CH,11.2,10,1000.0,335.0,80400.0,84200.0,1094000000.0,1147000000.0,5733000.0,8.5,8.5,2231.0,60.0,73.0,91.0,217.0,142.0,180.0,232.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.251,1000.0,600.0,400.0,,5735000.0
ジャパンパイル,JP-NPH85,節杭,600-450,600.0,450.0,70.0,標準,85.0,A,7.1,12,480.0,380.0,83600.0,85500.0,1560000000.0,1594000000.0,7085000.0,4.0,4.0,1710.0,35.0,42.0,81.0,130.0,106.0,138.0,184.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.263,1000.0,600.0,400.0,,7084444.4
ジャパンパイル,JP-NPH85,節杭,600-450,600.0,450.0,70.0,標準,85.0,B,10.0,12,942.0,380.0,83600.0,87300.0,1560000000.0,1628000000.0,7234000.0,8.0,8.0,1396.0,72.0,86.0,112.0,233.0,141.0,179.0,232.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.263,1000.0,600.0,400.0,,7235555.6
ジャパンパイル,JP-NPH85,節杭,600-450,600.0,450.0,70.0,標準,85.0,C,11.2,12,1200.0,380.0,83600.0,88400.0,1560000000.0,1646000000.0,7316000.0,10.0,10.0,1237.0,91.0,109.0,128.0,282.0,156.0,196.0,252.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.263,1000.0,600.0,400.0,,7315555.6
ジャパンパイル,JP-NPH105,節杭,600-450,600.0,450.0,70.0,標準,105.0,A,7.1,12,480.0,380.0,83600.0,85500.0,1560000000.0,1594000000.0,7085000.0,4.0,4.0,2223.0,35.0,42.0,81.0,131.0,106.0,138.0,184.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.263,1000.0,600.0,400.0,,7084444.4
ジャパンパイル,JP-NPH105,節杭,600-450,600.0,450.0,85.0,特厚,105.0,AH,7.1,12,480.0,380.0,97500.0,99400.0,1710000000.0,1746000000.0,7759000.0,3.4,3.4,2644.0,33.0,39.0,84.0,131.0,118.0,154.0,208.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.3,1000.0,600.0,400.0,,7760000.0
ジャパンパイル,JP-NPH105,節杭,600-450,600.0,450.0,70.0,標準,105.0,B,10.0,12,942.0,380.0,83600.0,87300.0,1560000000.0,1628000000.0,7234000.0,8.0,8.0,1920.0,72.0,86.0,112.0,237.0,141.0,179.0,232.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.263,1000.0,600.0,400.0,,7235555.6
ジャパンパイル,JP-NPH105,節杭,600-450,600.0,450.0,85.0,特厚,105.0,BH,10.0,12,942.0,380.0,97500.0,101200.0,1710000000.0,1779000000.0,7907000.0,6.9,6.9,2337.0,67.0,81.0,113.0,237.0,156.0,199.0,259.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.3,1000.0,600.0,400.0,,7906666.7
ジャパンパイル,JP-NPH105,節杭,600-450,600.0,450.0,70.0,標準,105.0,C,11.2,12,1200.0,380.0,83600.0,88400.0,1560000000.0,1646000000.0,7316000.0,10.0,10.0,1768.0,91.0,109.0,128.0,286.0,156.0,196.0,252.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.263,1000.0,600.0,400.0,,7315555.6
ジャパンパイル,JP-NPH105,節杭,600-450,600.0,450.0,85.0,特厚,105.0,CH,11.2,12,1200.0,380.0,97500.0,102300.0,1710000000.0,1798000000.0,7990000.0,8.6,8.6,2189.0,85.0,102.0,128.0,287.0,172.0,217.0,281.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.3,1000.0,600.0,400.0,,7991111.1
ジャパンパイル,JP-NPH123,節杭,600-450,600.0,450.0,70.0,標準,123.0,A,7.1,12,480.0,380.0,83600.0,85400.0,1560000000.0,1592000000.0,7076000.0,4.0,4.0,2647.0,35.0,42.0,81.0,133.0,106.0,138.0,184.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.263,1000.0,600.0,400.0,,7075555.6
