No.,標準特厚,種,typ,杭種,D,t,Fc,fc_,fbc,sigma_e,Ec,ap,dp,ftp,sigma_pu,Ep,has_reinf,nr,r_designation,ag,dr,ftr,Er,ts,fts,Es,ps_sigma_y,PcDesignation,PcCount,LengthRange,CatalogAo,CatalogAe,CatalogIe,CatalogMcr,CatalogMal,CatalogMas,CatalogMu,CatalogNal,RefQal,RefQ50Short,RefQ50Ultimate,RefQ80Short,RefQ80Ultimate,RefShearNote,Sh50,Sh80,AsNote
3151,標準型,A-D25,DAM105-1100-標準型-A-D25,PRC,1100,140,105,60,2.20,4.4,40000,2600,980,1275,1420,200000,true,26,D25,13174,966,345,200000,0,0,0,0,11.2,26,4～15,422200,485300,57073180000,1128.0,661.0,2463.0,3580.0,12438.0,636.0,,,1810.0,2715.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3152,標準型,A-D29,DAM105-1100-標準型-A-D29,PRC,1100,140,105,60,2.15,4.3,40000,2600,980,1275,1420,200000,true,26,D29,16702,962,345,200000,0,0,0,0,11.2,26,4～15,422200,499400,58655620000,1147.0,667.0,2786.0,4083.0,12860.0,647.0,,,1866.0,2799.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3153,標準型,A-D32,DAM105-1100-標準型-A-D32,PRC,1100,140,105,60,2.05,4.1,40000,2600,980,1275,1420,200000,true,26,D32,20649,959,345,200000,0,0,0,0,11.2,26,4～15,422200,515200,60423140000,1168.0,673.0,3142.0,4620.0,13332.0,658.0,,,1920.0,2880.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3154,標準型,A-D35,DAM105-1100-標準型-A-D35,PRC,1100,140,105,60,2.00,4.0,40000,2600,980,1275,1420,200000,true,26,D35,24872,956,345,200000,0,0,0,0,11.2,26,4～15,422200,532100,62294120000,1189.0,679.0,3517.0,5176.0,13837.0,670.0,,,1970.0,2955.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3155,厚型,A-D13,DAM105-1100-厚型-A-D13,PRC,1100,160,105,60,2.25,4.5,40000,2600,979,1275,1420,200000,true,26,D13,3294,979,345,200000,0,0,0,0,11.2,26,4～15,472500,496100,56523660000,1130.0,668.0,1562.0,2092.0,12651.0,663.0,,,1629.0,2444.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3156,厚型,A-D16,DAM105-1100-厚型-A-D16,PRC,1100,160,105,60,2.20,4.4,40000,2600,979,1275,1420,200000,true,26,D16,5164,976,345,200000,0,0,0,0,11.2,26,4～15,472500,503600,57402920000,1141.0,671.0,1744.0,2377.0,12875.0,669.0,,,1696.0,2544.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3157,厚型,A-D19,DAM105-1100-厚型-A-D19,PRC,1100,160,105,60,2.20,4.4,40000,2600,979,1275,1420,200000,true,26,D19,7449,973,345,200000,0,0,0,0,11.2,26,4～15,472500,512700,58467880000,1154.0,676.0,1964.0,2723.0,13148.0,677.0,,,1762.0,2643.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3158,厚型,A-D22,DAM105-1100-厚型-A-D22,PRC,1100,160,105,60,2.15,4.3,40000,2600,979,1275,1420,200000,true,26,D22,10065,970,345,200000,0,0,0,0,11.2,26,4～15,472500,523200,59674670000,1169.0,680.0,2212.0,3115.0,13461.0,685.0,,,1825.0,2737.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3159,厚型,A-D25,DAM105-1100-厚型-A-D25,PRC,1100,160,105,60,2.10,4.2,40000,2600,979,1275,1420,200000,true,26,D25,13174,967,345,200000,0,0,0,0,11.2,26,4～15,472500,535600,61096920000,1186.0,686.0,2503.0,3576.0,13833.0,696.0,,,1887.0,2830.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3160,厚型,A-D29,DAM105-1100-厚型-A-D29,PRC,1100,160,105,60,2.05,4.1,40000,2600,979,1275,1420,200000,true,26,D29,16702,963,345,200000,0,0,0,0,11.2,26,4～15,472500,549700,62679370000,1205.0,692.0,2826.0,4084.0,14255.0,707.0,,,1947.0,2920.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3161,厚型,A-D32,DAM105-1100-厚型-A-D32,PRC,1100,160,105,60,2.00,4.0,40000,2600,979,1275,1420,200000,true,26,D32,20649,960,345,200000,0,0,0,0,11.2,26,4～15,472500,565500,64446890000,1226.0,698.0,3184.0,4623.0,14727.0,719.0,,,2004.0,3006.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3162,厚型,A-D35,DAM105-1100-厚型-A-D35,PRC,1100,160,105,60,2.00,4.0,40000,3250,979,1275,1420,200000,true,26,D35,24872,957,345,200000,0,0,0,0,12.6,26,4～15,472500,585000,66663320000,1273.0,727.0,3652.0,5485.0,15209.0,743.0,,,2061.0,3092.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3163,特厚型,A-D13,DAM105-1100-特厚型-A-D13,PRC,1100,180,105,60,2.05,4.1,40000,2600,977,1275,1420,200000,true,26,D13,3294,980,345,200000,0,0,0,0,11.2,26,4～15,520200,543800,59973750000,1158.0,667.0,1560.0,2092.0,14076.0,707.0,,,1675.0,2512.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3164,特厚型,A-D16,DAM105-1100-特厚型-A-D16,PRC,1100,180,105,60,2.05,4.1,40000,2600,977,1275,1420,200000,true,26,D16,5164,977,345,200000,0,0,0,0,11.2,26,4～15,520200,551300,60853010000,1169.0,671.0,1742.0,2376.0,14300.0,714.0,,,1745.0,2617.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3165,特厚型,A-D19,DAM105-1100-特厚型-A-D19,PRC,1100,180,105,60,2.00,4.0,40000,2600,977,1275,1420,200000,true,26,D19,7449,974,345,200000,0,0,0,0,11.2,26,4～15,520200,560400,61917980000,1182.0,675.0,1962.0,2721.0,14573.0,722.0,,,1815.0,2722.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3166,特厚型,A-D22,DAM105-1100-特厚型-A-D22,PRC,1100,180,105,60,2.20,4.4,40000,3250,977,1275,1420,200000,true,26,D22,10065,971,345,200000,0,0,0,0,12.6,26,4～15,520200,573500,63450560000,1256.0,737.0,2371.0,3464.0,14687.0,763.0,,,1891.0,2837.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3167,特厚型,A-D25,DAM105-1100-特厚型-A-D25,PRC,1100,180,105,60,2.15,4.3,40000,3250,977,1275,1420,200000,true,26,D25,13174,968,345,200000,0,0,0,0,12.6,26,4～15,520200,585900,64876980000,1274.0,743.0,2660.0,3919.0,15059.0,774.0,,,1957.0,2935.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3168,特厚型,A-D29,DAM105-1100-特厚型-A-D29,PRC,1100,180,105,60,2.10,4.2,40000,3250,977,1275,1420,200000,true,26,D29,16702,964,345,200000,0,0,0,0,12.6,26,4～15,520200,600100,66464110000,1293.0,749.0,2982.0,4404.0,15481.0,786.0,,,2020.0,3029.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3169,特厚型,A-D32,DAM105-1100-特厚型-A-D32,PRC,1100,180,105,60,2.05,4.1,40000,3250,977,1275,1420,200000,true,26,D32,20649,961,345,200000,0,0,0,0,12.6,26,4～15,520200,615800,68236860000,1315.0,756.0,3338.0,4935.0,15952.0,799.0,,,2080.0,3120.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3170,特厚型,A-D35,DAM105-1100-特厚型-A-D35,PRC,1100,180,105,60,2.00,4.0,40000,3250,977,1275,1420,200000,true,26,D35,24872,958,345,200000,0,0,0,0,12.6,26,4～15,520200,632700,70113410000,1337.0,764.0,3713.0,5490.0,16457.0,813.0,,,2136.0,3204.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3171,標準型,A-D13,DAM105-1200-標準型-A-D13,PRC,1200,150,105,60,2.35,4.7,40000,3000,1080,1275,1420,200000,true,30,D13,3801,1078,345,200000,0,0,0,0,11.2,30,4～15,494800,522000,73540260000,1375.0,824.0,1934.0,2641.0,13196.0,706.0,,,1798.0,2697.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3172,標準型,A-D16,DAM105-1200-標準型-A-D16,PRC,1200,150,105,60,2.30,4.6,40000,3000,1080,1275,1420,200000,true,30,D16,5958,1075,345,200000,0,0,0,0,11.2,30,4～15,494800,530600,74774790000,1389.0,828.0,2165.0,3003.0,13454.0,714.0,,,1871.0,2807.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3173,標準型,A-D19,DAM105-1200-標準型-A-D19,PRC,1200,150,105,60,2.30,4.6,40000,3000,1080,1275,1420,200000,true,30,D19,8595,1072,345,200000,0,0,0,0,11.2,30,4～15,494800,541200,76271370000,1406.0,834.0,2444.0,3442.0,13769.0,722.0,,,1944.0,2916.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3174,標準型,A-D22,DAM105-1200-標準型-A-D22,PRC,1200,150,105,60,2.25,4.5,40000,3000,1080,1275,1420,200000,true,30,D22,11613,1069,345,200000,0,0,0,0,11.2,30,4～15,494800,553300,77968830000,1425.0,840.0,2758.0,3941.0,14129.0,732.0,,,2013.0,3019.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3175,標準型,A-D25,DAM105-1200-標準型-A-D25,PRC,1200,150,105,60,2.20,4.4,40000,3000,1080,1275,1420,200000,true,30,D25,15201,1066,345,200000,0,0,0,0,11.2,30,4～15,494800,567600,79971020000,1447.0,847.0,3127.0,4526.0,14558.0,744.0,,,2081.0,3121.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3176,標準型,A-D29,DAM105-1200-標準型-A-D29,PRC,1200,150,105,60,2.10,4.2,40000,3000,1080,1275,1420,200000,true,30,D29,19272,1062,345,200000,0,0,0,0,11.2,30,4～15,494800,583900,82202900000,1471.0,854.0,3537.0,5175.0,15045.0,756.0,,,2146.0,3220.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3177,標準型,A-D32,DAM105-1200-標準型-A-D32,PRC,1200,150,105,60,2.05,4.1,40000,3000,1080,1275,1420,200000,true,30,D32,23826,1059,345,200000,0,0,0,0,11.2,30,4～15,494800,602100,84696150000,1498.0,862.0,3989.0,5859.0,15590.0,770.0,,,2209.0,3314.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3178,標準型,A-D35,DAM105-1200-標準型-A-D35,PRC,1200,150,105,60,2.00,4.0,40000,3000,1080,1275,1420,200000,true,30,D35,28698,1056,345,200000,0,0,0,0,11.2,30,4～15,494800,621600,87338050000,1527.0,871.0,4466.0,6569.0,16172.0,785.0,,,2268.0,3402.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3179,厚型,A-D13,DAM105-1200-厚型-A-D13,PRC,1200,170,105,60,2.20,4.4,40000,3000,1078,1275,1420,200000,true,30,D13,3801,1079,345,200000,0,0,0,0,11.2,30,4～15,550100,577300,78895290000,1434.0,843.0,1963.0,2640.0,14775.0,765.0,,,1864.0,2796.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3180,厚型,A-D16,DAM105-1200-厚型-A-D16,PRC,1200,170,105,60,2.15,4.3,40000,3000,1078,1275,1420,200000,true,30,D16,5958,1076,345,200000,0,0,0,0,11.2,30,4～15,550100,585900,80129820000,1448.0,847.0,2194.0,3001.0,15032.0,772.0,,,1942.0,2913.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3181,厚型,A-D19,DAM105-1200-厚型-A-D19,PRC,1200,170,105,60,2.15,4.3,40000,3000,1078,1275,1420,200000,true,30,D19,8595,1073,345,200000,0,0,0,0,11.2,30,4～15,550100,596500,81626390000,1465.0,853.0,2473.0,3439.0,15348.0,781.0,,,2019.0,3029.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3182,厚型,A-D22,DAM105-1200-厚型-A-D22,PRC,1200,170,105,60,2.10,4.2,40000,3000,1078,1275,1420,200000,true,30,D22,11613,1070,345,200000,0,0,0,0,11.2,30,4～15,550100,608600,83323860000,1484.0,859.0,2788.0,3936.0,15709.0,792.0,,,2092.0,3139.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3183,厚型,A-D25,DAM105-1200-厚型-A-D25,PRC,1200,170,105,60,2.05,4.1,40000,3000,1078,1275,1420,200000,true,30,D25,15201,1067,345,200000,0,0,0,0,11.2,30,4～15,550100,622900,85326050000,1507.0,866.0,3157.0,4520.0,16138.0,803.0,,,2165.0,3248.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3184,厚型,A-D29,DAM105-1200-厚型-A-D29,PRC,1200,170,105,60,2.00,4.0,40000,3000,1078,1275,1420,200000,true,30,D29,19272,1063,345,200000,0,0,0,0,11.2,30,4～15,550100,639200,87557930000,1531.0,874.0,3569.0,5173.0,16625.0,816.0,,,2235.0,3353.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3185,厚型,A-D32,DAM105-1200-厚型-A-D32,PRC,1200,170,105,60,2.05,4.1,40000,3750,1078,1275,1420,200000,true,30,D32,23826,1060,345,200000,0,0,0,0,12.6,30,4～15,550100,660400,90523940000,1601.0,922.0,4159.0,6259.0,17096.0,850.0,,,2308.0,3462.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3186,厚型,A-D35,DAM105-1200-厚型-A-D35,PRC,1200,170,105,60,2.00,4.0,40000,3750,1078,1275,1420,200000,true,30,D35,28698,1057,345,200000,0,0,0,0,12.6,30,4～15,550100,679900,93172940000,1630.0,931.0,4636.0,6963.0,17679.0,865.0,,,2370.0,3556.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3187,特厚型,A-D13,DAM105-1200-特厚型-A-D13,PRC,1200,190,105,60,2.05,4.1,40000,3000,1077,1275,1420,200000,true,30,D13,3801,1080,345,200000,0,0,0,0,11.2,30,4～15,602900,630100,83553010000,1477.0,850.0,1974.0,2640.0,16316.0,817.0,,,1918.0,2877.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3188,特厚型,A-D16,DAM105-1200-特厚型-A-D16,PRC,1200,190,105,60,2.05,4.1,40000,3000,1077,1275,1420,200000,true,30,D16,5958,1077,345,200000,0,0,0,0,11.2,30,4～15,602900,638700,84787540000,1491.0,855.0,2206.0,3000.0,16574.0,825.0,,,2000.0,3000.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3189,特厚型,A-D19,DAM105-1200-特厚型-A-D19,PRC,1200,190,105,60,2.00,4.0,40000,3000,1077,1275,1420,200000,true,30,D19,8595,1074,345,200000,0,0,0,0,11.2,30,4～15,602900,649300,86284120000,1508.0,861.0,2485.0,3437.0,16889.0,834.0,,,2081.0,3122.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3190,特厚型,A-D22,DAM105-1200-特厚型-A-D22,PRC,1200,190,105,60,2.20,4.4,40000,3750,1077,1275,1420,200000,true,30,D22,11613,1071,345,200000,0,0,0,0,12.6,30,4～15,602900,664300,88436370000,1605.0,942.0,3006.0,4379.0,17014.0,883.0,,,2170.0,3256.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3191,特厚型,A-D25,DAM105-1200-特厚型-A-D25,PRC,1200,190,105,60,2.15,4.3,40000,3750,1077,1275,1420,200000,true,30,D25,15201,1068,345,200000,0,0,0,0,12.6,30,4～15,602900,678700,90443870000,1628.0,949.0,3373.0,4956.0,17443.0,896.0,,,2247.0,3370.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3192,特厚型,A-D29,DAM105-1200-特厚型-A-D29,PRC,1200,190,105,60,2.10,4.2,40000,3750,1077,1275,1420,200000,true,30,D29,19272,1064,345,200000,0,0,0,0,12.6,30,4～15,602900,695000,92681740000,1653.0,958.0,3782.0,5584.0,17930.0,910.0,,,2320.0,3480.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3193,特厚型,A-D32,DAM105-1200-特厚型-A-D32,PRC,1200,190,105,60,2.05,4.1,40000,3750,1077,1275,1420,200000,true,30,D32,23826,1061,345,200000,0,0,0,0,12.6,30,4～15,602900,713200,95181660000,1681.0,967.0,4234.0,6260.0,18474.0,926.0,,,2391.0,3586.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3194,特厚型,A-D35,DAM105-1200-特厚型-A-D35,PRC,1200,190,105,60,2.00,4.0,40000,3750,1077,1275,1420,200000,true,30,D35,28698,1058,345,200000,0,0,0,0,12.6,30,4～15,602900,732700,97830670000,1710.0,977.0,4711.0,6968.0,19057.0,942.0,,,2456.0,3685.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3195,標準型,A-D13,DAM105-1300-標準型-A-D13,PRC,1300,170,105,60,2.30,4.6,40000,3750,1180,1275,1420,200000,true,30,D13,3801,1180,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,633700,103761410000,1774.0,1055.0,2422.0,3390.0,16089.0,852.0,,,2072.0,3109.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3196,標準型,A-D16,DAM105-1300-標準型-A-D16,PRC,1300,170,105,60,2.30,4.6,40000,3750,1180,1275,1420,200000,true,30,D16,5958,1177,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,642300,105241040000,1789.0,1061.0,2675.0,3783.0,16347.0,860.0,,,2151.0,3227.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3197,標準型,A-D19,DAM105-1300-標準型-A-D19,PRC,1300,170,105,60,2.25,4.5,40000,3750,1180,1275,1420,200000,true,30,D19,8595,1174,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,652900,107036050000,1808.0,1067.0,2980.0,4261.0,16662.0,869.0,,,2231.0,3347.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3198,標準型,A-D22,DAM105-1300-標準型-A-D22,PRC,1300,170,105,60,2.20,4.4,40000,3750,1180,1275,1420,200000,true,30,D22,11613,1171,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,665000,109073620000,1829.0,1074.0,3325.0,4803.0,17023.0,879.0,,,2307.0,3461.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3199,標準型,A-D25,DAM105-1300-標準型-A-D25,PRC,1300,170,105,60,2.15,4.3,40000,3750,1180,1275,1420,200000,true,30,D25,15201,1168,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,679300,111478630000,1854.0,1082.0,3729.0,5441.0,17452.0,891.0,,,2384.0,3576.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3200,標準型,A-D29,DAM105-1300-標準型-A-D29,PRC,1300,170,105,60,2.10,4.2,40000,3750,1180,1275,1420,200000,true,30,D29,19272,1164,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,695600,114163750000,1881.0,1091.0,4180.0,6156.0,17938.0,904.0,,,2458.0,3687.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3201,標準型,A-D32,DAM105-1300-標準型-A-D32,PRC,1300,170,105,60,2.05,4.1,40000,3750,1180,1275,1420,200000,true,30,D32,23826,1161,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,713800,117163670000,1912.0,1101.0,4679.0,6932.0,18483.0,919.0,,,2530.0,3794.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3202,標準型,A-D35,DAM105-1300-標準型-A-D35,PRC,1300,170,105,60,2.00,4.0,40000,3750,1180,1275,1420,200000,true,30,D35,28698,1158,345,200000,0,0,0,0,12.6,30,4～124～114～9,603500,733300,120345150000,1944.0,1111.0,5204.0,7722.0,19065.0,935.0,,,2596.0,3894.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3203,標準型,A-D13,DAM105-1400-標準型-A-D13,PRC,1400,180,105,60,2.30,4.6,40000,4000,1270,1275,1420,200000,true,32,D13,4054,1270,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,722100,137642100000,2177.0,1293.0,2895.0,3915.0,18361.0,967.0,,,2310.0,3465.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3204,標準型,A-D16,DAM105-1400-標準型-A-D16,PRC,1400,180,105,60,2.25,4.5,40000,4000,1270,1275,1420,200000,true,32,D16,6355,1267,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,731300,139472240000,2195.0,1299.0,3186.0,4369.0,18636.0,975.0,,,2400.0,3599.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3205,標準型,A-D19,DAM105-1400-標準型-A-D19,PRC,1400,180,105,60,2.25,4.5,40000,4000,1270,1275,1420,200000,true,32,D19,9168,1264,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,742600,141693690000,2217.0,1306.0,3539.0,4920.0,18972.0,984.0,,,2490.0,3735.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3206,標準型,A-D22,DAM105-1400-標準型-A-D22,PRC,1400,180,105,60,2.20,4.4,40000,4000,1270,1275,1420,200000,true,32,D22,12387,1261,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,755400,144216820000,2241.0,1314.0,3936.0,5546.0,19357.0,995.0,,,2576.0,3864.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3207,標準型,A-D25,DAM105-1400-標準型-A-D25,PRC,1400,180,105,60,2.15,4.3,40000,4000,1270,1275,1420,200000,true,32,D25,16214,1258,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,770800,147196500000,2269.0,1323.0,4403.0,6284.0,19814.0,1008.0,,,2662.0,3993.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3208,標準型,A-D29,DAM105-1400-標準型-A-D29,PRC,1400,180,105,60,2.10,4.2,40000,4000,1270,1275,1420,200000,true,32,D29,20557,1254,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,788100,150527130000,2301.0,1333.0,4925.0,7111.0,20334.0,1022.0,,,2746.0,4119.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3209,標準型,A-D32,DAM105-1400-標準型-A-D32,PRC,1400,180,105,60,2.05,4.1,40000,4000,1270,1275,1420,200000,true,32,D32,25414,1251,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,807600,154248560000,2336.0,1344.0,5501.0,8027.0,20915.0,1038.0,,,2827.0,4240.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3210,標準型,A-D35,DAM105-1400-標準型-A-D35,PRC,1400,180,105,60,2.00,4.0,40000,4000,1270,1275,1420,200000,true,32,D35,30611,1248,345,200000,0,0,0,0,12.6,32,4～124～114～9,689900,828300,158197750000,2373.0,1356.0,6109.0,8959.0,21536.0,1054.0,,,2902.0,4353.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3211,標準型,A-D13,DAM105-1500-標準型-A-D13,PRC,1500,190,105,60,2.25,4.5,40000,4250,1360,1275,1420,200000,true,34,D13,4308,1360,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,816200,179176700000,2637.0,1562.0,3422.0,4478.0,20780.0,1088.0,,,2558.0,3837.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3212,標準型,A-D16,DAM105-1500-標準型-A-D16,PRC,1500,190,105,60,2.25,4.5,40000,4250,1360,1275,1420,200000,true,34,D16,6752,1357,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,826000,181408630000,2658.0,1569.0,3755.0,4996.0,21072.0,1097.0,,,2658.0,3987.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3213,標準型,A-D19,DAM105-1500-標準型-A-D19,PRC,1500,190,105,60,2.20,4.4,40000,4250,1360,1275,1420,200000,true,34,D19,9741,1354,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,837900,184119080000,2682.0,1577.0,4158.0,5626.0,21429.0,1107.0,,,2759.0,4139.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3214,標準型,A-D22,DAM105-1500-標準型-A-D22,PRC,1500,190,105,60,2.20,4.4,40000,4250,1360,1275,1420,200000,true,34,D22,13161,1351,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,851600,187199180000,2710.0,1586.0,4613.0,6342.0,21838.0,1119.0,,,2856.0,4283.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3215,標準型,A-D25,DAM105-1500-標準型-A-D25,PRC,1500,190,105,60,2.15,4.3,40000,4250,1360,1275,1420,200000,true,34,D25,17228,1348,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,867900,190838260000,2742.0,1597.0,5147.0,7187.0,22325.0,1132.0,,,2953.0,4429.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3216,標準型,A-D29,DAM105-1500-標準型-A-D29,PRC,1500,190,105,60,2.10,4.2,40000,4250,1360,1275,1420,200000,true,34,D29,21842,1344,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,886300,194910090000,2778.0,1608.0,5744.0,8135.0,22876.0,1147.0,,,3046.0,4570.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3217,標準型,A-D32,DAM105-1500-標準型-A-D32,PRC,1500,190,105,60,2.05,4.1,40000,4250,1360,1275,1420,200000,true,34,D32,27003,1341,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,907000,199460020000,2818.0,1621.0,6404.0,9185.0,23494.0,1164.0,,,3137.0,4706.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
3218,標準型,A-D35,DAM105-1500-標準型-A-D35,PRC,1500,190,105,60,2.00,4.0,40000,4250,1360,1275,1420,200000,true,34,D35,32524,1338,345,200000,0,0,0,0,12.6,34,4～124～114～9,781900,929000,204291090000,2860.0,1635.0,7100.0,10289.0,24154.0,1181.0,,,3222.0,4832.0,シアスパン比a=1.0の参考値。設計値は別途計算式による,－@－,8.0@50,
