Maker,Series,Shape,Name,Do,D,t,ThicknessType,Fc,PrestressType,PcDesignation,PcCount,Ap,PCD,BarDesignation,BarCount,Ag,BarPCD,Ao,Ae,So,SoFromSection,Io,Ie,Ze,SigmaCe,ShearBarStdDia490,ShearBarStdPitch490,ShearBarStdDia785,ShearBarStdPitch785,ShearBarHighDia785,ShearBarHighPitch785,Msc,Mal,Mas,Mu,Qal,QasStd10,QasStd15,QasStd20,QuStd10,QuStd15,QuStd20,QasHigh10,QasHigh15,QasHigh20,QuHigh10,QuHigh15,QuHigh20,Nal,PhcAe,PhcIe,PhcSigmaCe,PhcMc,PhcMu,PhcQas,PhcQu,PhcNal,Ec,Ftp,SigmaPu,Ep,BarFtu,BarFy,Er,BarAllowLong,BarAllowLongD29Up,BarAllowShort,FcAllowCompLong,FcAllowCompShort,PrcAllowDiagLong,PhcAllowDiagLong,PhcAllowDiagShort,PhcAllowBendTensLongFactor,PhcAllowBendTensShortFactor,MassPerM,NodePitch,HeadOffset,ToeOffset,Note
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,ⅡA,11.2,16,1600.0,600.0,D22,8,3097.0,586.0,188500.0,207700.0,18617000.0,18166666.666666668,8718000000.0,9555200000.0,27301000.0,6.2,8.5,70.0,7.5,90.0,7.5,60.0,329.7,444.6,623.9,936.1,313.0,656.0,499.0,416.0,983.0,748.0,624.0,711.0,554.0,471.0,1067.0,831.0,707.0,4943.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,ⅡA,11.2,16,1600.0,600.0,D22,8,3097.0,586.0,188500.0,207700.0,18617000.0,18166666.666666668,8718000000.0,9555200000.0,27301000.0,6.2,8.5,70.0,7.5,90.0,7.5,60.0,329.7,444.6,623.9,936.1,313.0,656.0,499.0,416.0,983.0,748.0,624.0,711.0,554.0,471.0,1067.0,831.0,707.0,4943.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,ⅡB,11.2,16,1600.0,600.0,D16,16,3178.0,593.0,188500.0,208000.0,18617000.0,18166666.666666668,8718000000.0,9583100000.0,27380000.0,6.2,8.5,70.0,7.5,90.0,7.5,60.0,329.7,447.8,628.8,944.4,314.0,658.0,500.0,417.0,986.0,750.0,625.0,713.0,556.0,473.0,1070.0,833.0,709.0,4950.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,ⅡB,11.2,16,1600.0,600.0,D16,16,3178.0,593.0,188500.0,208000.0,18617000.0,18166666.666666668,8718000000.0,9583100000.0,27380000.0,6.2,8.5,70.0,7.5,90.0,7.5,60.0,329.7,447.8,628.8,944.4,314.0,658.0,500.0,417.0,986.0,750.0,625.0,713.0,556.0,473.0,1070.0,833.0,709.0,4950.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,Ⅲ,11.2,16,1600.0,600.0,D19,16,4584.0,589.0,188500.0,213800.0,18617000.0,18166666.666666668,8718000000.0,9827400000.0,28078000.0,6.0,8.5,70.0,7.5,90.0,7.5,60.0,336.0,475.4,707.1,1061.0,318.0,687.0,520.0,432.0,1031.0,780.0,648.0,743.0,576.0,487.0,1114.0,864.0,731.0,5131.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,Ⅲ,11.2,16,1600.0,600.0,D19,16,4584.0,589.0,188500.0,213800.0,18617000.0,18166666.666666668,8718000000.0,9827400000.0,28078000.0,6.0,8.5,70.0,7.5,90.0,7.5,60.0,336.0,475.4,707.1,1061.0,318.0,687.0,520.0,432.0,1031.0,780.0,648.0,743.0,576.0,487.0,1114.0,864.0,731.0,5131.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,Ⅳ,11.2,16,1600.0,600.0,D22,16,6194.0,586.0,188500.0,220400.0,18617000.0,18166666.666666668,8718000000.0,10105000000.0,28870000.0,5.9,8.5,70.0,7.5,90.0,7.5,60.0,342.4,505.7,800.9,1191.0,325.0,716.0,540.0,447.0,1074.0,809.0,670.0,772.0,595.0,502.0,1158.0,893.0,753.0,5312.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,Ⅳ,11.2,16,1600.0,600.0,D22,16,6194.0,586.0,188500.0,220400.0,18617000.0,18166666.666666668,8718000000.0,10105000000.0,28870000.0,5.9,8.5,70.0,7.5,90.0,7.5,60.0,342.4,505.7,800.9,1191.0,325.0,716.0,540.0,447.0,1074.0,809.0,670.0,772.0,595.0,502.0,1158.0,893.0,753.0,5312.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,Ⅴ,11.2,16,1600.0,600.0,D25,16,8107.0,582.0,188500.0,228300.0,18617000.0,18166666.666666668,8718000000.0,10424000000.0,29784000.0,5.7,8.5,70.0,7.5,90.0,7.5,60.0,347.0,539.1,905.9,1342.0,330.0,744.0,559.0,461.0,1116.0,838.0,691.0,800.0,614.0,516.0,1200.0,921.0,775.0,5548.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,Ⅴ,11.2,16,1600.0,600.0,D25,16,8107.0,582.0,188500.0,228300.0,18617000.0,18166666.666666668,8718000000.0,10424000000.0,29784000.0,5.7,8.5,70.0,7.5,90.0,7.5,60.0,347.0,539.1,905.9,1342.0,330.0,744.0,559.0,461.0,1116.0,838.0,691.0,800.0,614.0,516.0,1200.0,921.0,775.0,5548.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,Ⅵ,11.2,16,1600.0,600.0,D29,16,10278.0,579.0,188500.0,237300.0,18617000.0,18166666.666666668,8718000000.0,10786000000.0,30817000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,352.5,575.8,1023.0,1508.0,337.0,771.0,577.0,474.0,1157.0,865.0,711.0,827.0,632.0,530.0,1240.0,949.0,795.0,5814.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,Ⅵ,11.2,16,1600.0,600.0,D29,16,10278.0,579.0,188500.0,237300.0,18617000.0,18166666.666666668,8718000000.0,10786000000.0,30817000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,352.5,575.8,1023.0,1508.0,337.0,771.0,577.0,474.0,1157.0,865.0,711.0,827.0,632.0,530.0,1240.0,949.0,795.0,5814.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,100.0,標準,105.0,Ⅶ,11.2,16,1600.0,600.0,D32,16,12707.0,575.0,188500.0,247300.0,18617000.0,18166666.666666668,8718000000.0,11176000000.0,31932000.0,5.3,8.5,70.0,7.5,90.0,7.5,60.0,360.8,614.2,1152.0,1687.0,344.0,797.0,594.0,487.0,1196.0,891.0,731.0,853.0,650.0,543.0,1279.0,975.0,814.0,6108.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.682,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,100.0,標準,105.0,Ⅶ,11.2,16,1600.0,600.0,D32,16,12707.0,575.0,188500.0,247300.0,18617000.0,18166666.666666668,8718000000.0,11176000000.0,31932000.0,5.3,8.5,70.0,7.5,90.0,7.5,60.0,360.8,614.2,1152.0,1687.0,344.0,797.0,594.0,487.0,1196.0,891.0,731.0,853.0,650.0,543.0,1279.0,975.0,814.0,6108.0,194900.0,9005900000.0,6.5,361.0,664.0,372.0,485.0,4580.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.568,1000.0,600.0,400.0,"カタログ印字の So=18,617×10³ は誤植 (正: 18,167×10³)。SoFromSection を使うこと"
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,ⅠA,11.2,16,1600.0,600.0,D13,16,2027.0,597.0,218700.0,233400.0,20472000.0,20472000.0,9588000000.0,10249000000.0,29283000.0,5.6,8.5,70.0,7.5,90.0,7.5,60.0,339.7,446.1,563.5,845.6,343.0,662.0,502.0,418.0,993.0,753.0,627.0,717.0,557.0,473.0,1075.0,836.0,710.0,5695.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,ⅠA,11.2,16,1600.0,600.0,D13,16,2027.0,597.0,218700.0,233400.0,20472000.0,20472000.0,9588000000.0,10249000000.0,29283000.0,5.6,8.5,70.0,7.5,90.0,7.5,60.0,339.7,446.1,563.5,845.6,343.0,662.0,502.0,418.0,993.0,753.0,627.0,717.0,557.0,473.0,1075.0,836.0,710.0,5695.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,ⅠB,11.2,16,1600.0,600.0,D19,8,2292.0,589.0,218700.0,234500.0,20472000.0,20472000.0,9588000000.0,10287000000.0,29391000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,338.0,450.2,575.6,867.3,342.0,669.0,507.0,422.0,1004.0,761.0,633.0,724.0,562.0,477.0,1086.0,843.0,715.0,5745.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,ⅠB,11.2,16,1600.0,600.0,D19,8,2292.0,589.0,218700.0,234500.0,20472000.0,20472000.0,9588000000.0,10287000000.0,29391000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,338.0,450.2,575.6,867.3,342.0,669.0,507.0,422.0,1004.0,761.0,633.0,724.0,562.0,477.0,1086.0,843.0,715.0,5745.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,ⅡA,11.2,16,1600.0,600.0,D22,8,3097.0,586.0,218700.0,237800.0,20472000.0,20472000.0,9588000000.0,10425000000.0,29787000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,342.5,470.0,626.7,936.3,347.0,693.0,523.0,434.0,1039.0,785.0,651.0,747.0,578.0,489.0,1121.0,867.0,733.0,5826.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,ⅡA,11.2,16,1600.0,600.0,D22,8,3097.0,586.0,218700.0,237800.0,20472000.0,20472000.0,9588000000.0,10425000000.0,29787000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,342.5,470.0,626.7,936.3,347.0,693.0,523.0,434.0,1039.0,785.0,651.0,747.0,578.0,489.0,1121.0,867.0,733.0,5826.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,ⅡB,11.2,16,1600.0,600.0,D16,16,3178.0,593.0,218700.0,238200.0,20472000.0,20472000.0,9588000000.0,10453000000.0,29866000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,343.5,473.5,631.4,944.6,347.0,695.0,525.0,435.0,1042.0,787.0,653.0,750.0,580.0,490.0,1124.0,869.0,735.0,5836.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,ⅡB,11.2,16,1600.0,600.0,D16,16,3178.0,593.0,218700.0,238200.0,20472000.0,20472000.0,9588000000.0,10453000000.0,29866000.0,5.5,8.5,70.0,7.5,90.0,7.5,60.0,343.5,473.5,631.4,944.6,347.0,695.0,525.0,435.0,1042.0,787.0,653.0,750.0,580.0,490.0,1124.0,869.0,735.0,5836.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,Ⅲ,11.2,16,1600.0,600.0,D19,16,4584.0,589.0,218700.0,244000.0,20472000.0,20472000.0,9588000000.0,10697000000.0,30564000.0,5.3,8.5,70.0,7.5,90.0,7.5,60.0,345.4,503.7,707.8,1062.0,350.0,727.0,546.0,451.0,1090.0,819.0,677.0,781.0,601.0,506.0,1172.0,902.0,759.0,6027.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,Ⅲ,11.2,16,1600.0,600.0,D19,16,4584.0,589.0,218700.0,244000.0,20472000.0,20472000.0,9588000000.0,10697000000.0,30564000.0,5.3,8.5,70.0,7.5,90.0,7.5,60.0,345.4,503.7,707.8,1062.0,350.0,727.0,546.0,451.0,1090.0,819.0,677.0,781.0,601.0,506.0,1172.0,902.0,759.0,6027.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,Ⅳ,11.2,16,1600.0,600.0,D22,16,6194.0,586.0,218700.0,250600.0,20472000.0,20472000.0,9588000000.0,10975000000.0,31356000.0,5.2,8.5,70.0,7.5,90.0,7.5,60.0,351.2,537.2,800.0,1193.0,357.0,758.0,567.0,467.0,1136.0,851.0,701.0,812.0,622.0,522.0,1219.0,933.0,783.0,6215.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,Ⅳ,11.2,16,1600.0,600.0,D22,16,6194.0,586.0,218700.0,250600.0,20472000.0,20472000.0,9588000000.0,10975000000.0,31356000.0,5.2,8.5,70.0,7.5,90.0,7.5,60.0,351.2,537.2,800.0,1193.0,357.0,758.0,567.0,467.0,1136.0,851.0,701.0,812.0,622.0,522.0,1219.0,933.0,783.0,6215.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,Ⅴ,11.2,16,1600.0,600.0,D25,16,8107.0,582.0,218700.0,258500.0,20472000.0,20472000.0,9588000000.0,11295000000.0,32270000.0,5.1,8.5,70.0,7.5,90.0,7.5,60.0,358.2,573.8,908.4,1346.0,364.0,789.0,589.0,483.0,1183.0,883.0,725.0,843.0,643.0,538.0,1265.0,965.0,807.0,6437.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,Ⅴ,11.2,16,1600.0,600.0,D25,16,8107.0,582.0,218700.0,258500.0,20472000.0,20472000.0,9588000000.0,11295000000.0,32270000.0,5.1,8.5,70.0,7.5,90.0,7.5,60.0,358.2,573.8,908.4,1346.0,364.0,789.0,589.0,483.0,1183.0,883.0,725.0,843.0,643.0,538.0,1265.0,965.0,807.0,6437.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,Ⅵ,11.2,16,1600.0,600.0,D29,16,10278.0,579.0,218700.0,267500.0,20472000.0,20472000.0,9588000000.0,11656000000.0,33303000.0,4.9,8.5,70.0,7.5,90.0,7.5,60.0,363.0,613.1,1024.0,1514.0,370.0,818.0,608.0,498.0,1227.0,912.0,747.0,873.0,663.0,553.0,1309.0,994.0,829.0,6714.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,Ⅵ,11.2,16,1600.0,600.0,D29,16,10278.0,579.0,218700.0,267500.0,20472000.0,20472000.0,9588000000.0,11656000000.0,33303000.0,4.9,8.5,70.0,7.5,90.0,7.5,60.0,363.0,613.1,1024.0,1514.0,370.0,818.0,608.0,498.0,1227.0,912.0,747.0,873.0,663.0,553.0,1309.0,994.0,829.0,6714.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-700,900.0,700.0,120.0,特厚,105.0,Ⅶ,11.2,16,1600.0,600.0,D32,16,12707.0,575.0,218700.0,277500.0,20472000.0,20472000.0,9588000000.0,12046000000.0,34418000.0,4.8,8.5,70.0,7.5,90.0,7.5,60.0,371.7,653.8,1157.0,1696.0,379.0,846.0,628.0,512.0,1270.0,942.0,769.0,901.0,683.0,567.0,1352.0,1024.0,851.0,6993.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.76,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,800-700,800.0,700.0,120.0,特厚,105.0,Ⅶ,11.2,16,1600.0,600.0,D32,16,12707.0,575.0,218700.0,277500.0,20472000.0,20472000.0,9588000000.0,12046000000.0,34418000.0,4.8,8.5,70.0,7.5,90.0,7.5,60.0,371.7,653.8,1157.0,1696.0,379.0,846.0,628.0,512.0,1270.0,942.0,769.0,901.0,683.0,567.0,1352.0,1024.0,851.0,6993.0,225100.0,9876000000.0,5.7,374.0,664.0,414.0,543.0,5470.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.709,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,1000-800,1000.0,800.0,110.0,標準,105.0,ⅠA,11.2,18,1800.0,700.0,D13,18,2281.0,697.0,238400.0,255100.0,26407000.0,26407333.333333332,14551000000.0,15564000000.0,38911000.0,5.7,8.5,60.0,7.5,75.0,7.5,50.0,453.9,595.0,736.3,1113.0,373.0,783.0,600.0,503.0,1175.0,900.0,755.0,864.0,681.0,584.0,1296.0,1021.0,876.0,6199.0,245600.0,14992000000.0,5.9,503.0,868.0,452.0,592.0,5919.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.836,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-800,900.0,800.0,110.0,標準,105.0,ⅠA,11.2,18,1800.0,700.0,D13,18,2281.0,697.0,238400.0,255100.0,26407000.0,26407333.333333332,14551000000.0,15564000000.0,38911000.0,5.7,8.5,60.0,7.5,75.0,7.5,50.0,453.9,595.0,736.3,1113.0,373.0,783.0,600.0,503.0,1175.0,900.0,755.0,864.0,681.0,584.0,1296.0,1021.0,876.0,6199.0,245600.0,14992000000.0,5.9,503.0,868.0,452.0,592.0,5919.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.779,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,1000-800,1000.0,800.0,110.0,標準,105.0,ⅠB,11.2,18,1800.0,700.0,D19,9,2579.0,689.0,238400.0,256300.0,26407000.0,26407333.333333332,14551000000.0,15624000000.0,39061000.0,5.7,8.5,60.0,7.5,75.0,7.5,50.0,453.9,603.1,759.2,1143.0,375.0,793.0,607.0,508.0,1190.0,910.0,762.0,874.0,687.0,589.0,1311.0,1031.0,884.0,6228.0,245600.0,14992000000.0,5.9,503.0,868.0,452.0,592.0,5919.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.836,1000.0,600.0,400.0,
ジャパンパイル,JP-NPRC105,節杭,900-800,900.0,800.0,110.0,標準,105.0,ⅠB,11.2,18,1800.0,700.0,D19,9,2579.0,689.0,238400.0,256300.0,26407000.0,26407333.333333332,14551000000.0,15624000000.0,39061000.0,5.7,8.5,60.0,7.5,75.0,7.5,50.0,453.9,603.1,759.2,1143.0,375.0,793.0,607.0,508.0,1190.0,910.0,762.0,874.0,687.0,589.0,1311.0,1031.0,884.0,6228.0,245600.0,14992000000.0,5.9,503.0,868.0,452.0,592.0,5919.0,40000.0,1275.0,1420.0,200000.0,490.0,345.0,205000.0,215.0,195.0,345.0,30.0,60.0,1.2,1.2,1.8,0.25,0.5,0.779,1000.0,600.0,400.0,
